sensor_id,city,zone,pm25,pm10,co2,temperature,humidity,wind_speed,aqi,severity,recorded_at
PKS_LHR_RES_01,Lahore,Residential,41,50,425,32,44,49,41,GOOD,2026-07-13 06:39:21.412030
PKS_LHR_IND_02,Lahore,Industrial,100,179,817,37,25,58,100,MODERATE,2026-07-13 06:39:21.420228
PKS_ISB_PRK_01,Islamabad,Park,14,41,400,34,77,53,14,GOOD,2026-07-13 06:39:21.421618
PKS_ISB_TRF_02,Islamabad,Traffic,64,108,659,39,47,20,64,MODERATE,2026-07-13 06:39:21.422778
PKS_PEW_IND_01,Peshawar,Industrial,96,121,736,41,48,0,96,MODERATE,2026-07-13 06:39:21.425847
PKS_PEW_RES_02,Peshawar,Residential,44,84,420,36,63,58,44,GOOD,2026-07-13 06:39:21.427483
PKS_MUL_TRF_01,Multan,Traffic,64,161,531,28,65,35,64,MODERATE,2026-07-13 06:39:21.429042
PKS_MUL_PRK_02,Multan,Park,17,70,417,29,55,12,17,GOOD,2026-07-13 06:39:21.430084
PKS_KHI_IND_01,Karachi,Industrial,117,174,839,38,32,50,117,UNHEALTHY,2026-07-13 06:39:39.132523
PKS_KHI_TRF_02,Karachi,Traffic,71,171,624,38,45,8,71,MODERATE,2026-07-13 06:39:39.135533
PKS_LHR_RES_01,Lahore,Residential,42,81,425,34,51,29,42,GOOD,2026-07-13 06:39:39.138251
PKS_LHR_IND_02,Lahore,Industrial,102,111,679,30,89,23,102,UNHEALTHY,2026-07-13 06:39:39.140447
PKS_ISB_PRK_01,Islamabad,Park,17,20,419,31,22,11,17,GOOD,2026-07-13 06:39:39.146651
PKS_ISB_TRF_02,Islamabad,Traffic,56,125,636,35,27,18,56,MODERATE,2026-07-13 06:39:39.154332
PKS_PEW_IND_01,Peshawar,Industrial,83,183,756,39,23,22,83,MODERATE,2026-07-13 06:39:39.158088
PKS_PEW_RES_02,Peshawar,Residential,42,79,439,34,45,39,42,GOOD,2026-07-13 06:39:39.171233
PKS_MUL_TRF_01,Multan,Traffic,66,165,659,30,71,41,66,MODERATE,2026-07-13 06:39:39.191394
PKS_MUL_PRK_02,Multan,Park,13,108,406,24,41,8,13,GOOD,2026-07-13 06:39:39.196418
PKS_KHI_IND_01,Karachi,Industrial,101,195,781,33,80,8,101,UNHEALTHY,2026-07-13 06:39:58.139433
PKS_KHI_TRF_02,Karachi,Traffic,63,133,541,31,69,0,63,MODERATE,2026-07-13 06:39:58.141361
PKS_LHR_RES_01,Lahore,Residential,37,58,436,30,38,1,37,GOOD,2026-07-13 06:39:58.144484
PKS_LHR_IND_02,Lahore,Industrial,82,104,836,40,79,5,82,MODERATE,2026-07-13 06:39:58.147360
PKS_ISB_PRK_01,Islamabad,Park,9,16,400,25,41,10,9,GOOD,2026-07-13 06:39:58.150710
PKS_ISB_TRF_02,Islamabad,Traffic,57,87,625,37,65,17,57,MODERATE,2026-07-13 06:39:58.153045
PKS_PEW_IND_01,Peshawar,Industrial,117,196,896,30,90,22,117,UNHEALTHY,2026-07-13 06:39:58.155295
PKS_PEW_RES_02,Peshawar,Residential,33,102,449,33,55,41,33,GOOD,2026-07-13 06:39:58.158556
PKS_MUL_TRF_01,Multan,Traffic,75,127,561,38,59,21,75,MODERATE,2026-07-13 06:39:58.161724
PKS_MUL_PRK_02,Multan,Park,14,43,428,23,34,59,14,GOOD,2026-07-13 06:39:58.164777
PKS_KHI_IND_01,Karachi,Industrial,81,159,647,30,82,48,81,MODERATE,2026-07-13 06:40:16.218485
PKS_KHI_TRF_02,Karachi,Traffic,66,78,582,40,62,6,66,MODERATE,2026-07-13 06:40:16.220579
PKS_LHR_RES_01,Lahore,Residential,39,62,440,33,58,57,39,GOOD,2026-07-13 06:40:16.223034
PKS_LHR_IND_02,Lahore,Industrial,81,151,892,35,71,59,81,MODERATE,2026-07-13 06:40:16.226961
PKS_ISB_PRK_01,Islamabad,Park,18,80,411,29,86,40,18,GOOD,2026-07-13 06:40:16.231516
PKS_ISB_TRF_02,Islamabad,Traffic,63,140,506,30,27,58,63,MODERATE,2026-07-13 06:40:16.233434
PKS_PEW_IND_01,Peshawar,Industrial,87,104,811,31,28,56,87,MODERATE,2026-07-13 06:40:16.234947
PKS_PEW_RES_02,Peshawar,Residential,28,106,426,25,22,9,28,GOOD,2026-07-13 06:40:16.321224
PKS_MUL_TRF_01,Multan,Traffic,76,89,637,30,83,0,76,MODERATE,2026-07-13 06:40:16.410445
PKS_MUL_PRK_02,Multan,Park,20,70,412,29,52,46,20,GOOD,2026-07-13 06:40:16.413945
PKS_KHI_IND_01,Karachi,Industrial,81,157,883,30,87,37,81,MODERATE,2026-07-13 06:40:33.895881
PKS_KHI_TRF_02,Karachi,Traffic,78,144,604,32,39,5,78,MODERATE,2026-07-13 06:40:33.912677
PKS_LHR_RES_01,Lahore,Residential,44,75,469,34,48,55,44,GOOD,2026-07-13 06:40:33.923058
PKS_LHR_IND_02,Lahore,Industrial,120,184,727,35,61,2,120,UNHEALTHY,2026-07-13 06:40:33.927838
PKS_ISB_PRK_01,Islamabad,Park,13,51,430,26,61,9,13,GOOD,2026-07-13 06:40:33.930325
PKS_ISB_TRF_02,Islamabad,Traffic,77,134,580,29,31,41,77,MODERATE,2026-07-13 06:40:33.937179
PKS_PEW_IND_01,Peshawar,Industrial,81,135,883,32,48,14,81,MODERATE,2026-07-13 06:40:33.939328
PKS_PEW_RES_02,Peshawar,Residential,30,47,454,25,28,53,30,GOOD,2026-07-13 06:40:33.940366
PKS_MUL_TRF_01,Multan,Traffic,62,89,599,33,23,57,62,MODERATE,2026-07-13 06:40:33.941817
PKS_MUL_PRK_02,Multan,Park,20,116,419,26,27,49,20,GOOD,2026-07-13 06:40:33.942985
PKS_KHI_IND_01,Karachi,Industrial,101,154,772,33,31,43,101,UNHEALTHY,2026-07-13 06:40:52.384813
PKS_KHI_TRF_02,Karachi,Traffic,66,111,591,40,47,54,66,MODERATE,2026-07-13 06:40:52.388922
PKS_LHR_RES_01,Lahore,Residential,45,83,460,28,78,36,45,GOOD,2026-07-13 06:40:52.396190
PKS_LHR_IND_02,Lahore,Industrial,93,184,627,35,33,18,93,MODERATE,2026-07-13 06:40:52.411367
PKS_ISB_PRK_01,Islamabad,Park,15,47,400,23,41,33,15,GOOD,2026-07-13 06:40:52.412543
PKS_ISB_TRF_02,Islamabad,Traffic,58,127,535,35,31,38,58,MODERATE,2026-07-13 06:40:52.419349
PKS_PEW_IND_01,Peshawar,Industrial,99,151,679,41,63,41,99,MODERATE,2026-07-13 06:40:52.421464
PKS_PEW_RES_02,Peshawar,Residential,38,51,490,32,74,51,38,GOOD,2026-07-13 06:40:52.423254
PKS_MUL_TRF_01,Multan,Traffic,57,148,600,37,50,2,57,MODERATE,2026-07-13 06:40:52.424361
PKS_MUL_PRK_02,Multan,Park,18,18,409,31,82,7,18,GOOD,2026-07-13 06:40:52.426125
PKS_KHI_IND_01,Karachi,Industrial,108,135,858,31,50,38,108,UNHEALTHY,2026-07-13 06:41:11.276217
PKS_KHI_TRF_02,Karachi,Traffic,68,140,697,29,39,43,68,MODERATE,2026-07-13 06:41:11.277375
PKS_LHR_RES_01,Lahore,Residential,31,63,482,35,40,48,31,GOOD,2026-07-13 06:41:11.278472
PKS_LHR_IND_02,Lahore,Industrial,91,151,881,30,48,47,91,MODERATE,2026-07-13 06:41:11.279532
PKS_ISB_PRK_01,Islamabad,Park,12,14,405,28,46,25,12,GOOD,2026-07-13 06:41:11.280556
PKS_ISB_TRF_02,Islamabad,Traffic,71,152,548,36,22,17,71,MODERATE,2026-07-13 06:41:11.281765
PKS_PEW_IND_01,Peshawar,Industrial,90,94,746,34,55,25,90,MODERATE,2026-07-13 06:41:11.282845
PKS_PEW_RES_02,Peshawar,Residential,46,130,497,32,78,46,46,GOOD,2026-07-13 06:41:11.288591
PKS_MUL_TRF_01,Multan,Traffic,72,152,625,35,73,57,72,MODERATE,2026-07-13 06:41:11.290200
PKS_MUL_PRK_02,Multan,Park,11,42,411,34,76,0,11,GOOD,2026-07-13 06:41:11.291854
PKS_KHI_IND_01,Karachi,Industrial,94,171,650,30,67,36,94,MODERATE,2026-07-13 06:41:31.144995
PKS_KHI_TRF_02,Karachi,Traffic,62,124,531,38,76,30,62,MODERATE,2026-07-13 06:41:31.146158
PKS_LHR_RES_01,Lahore,Residential,42,114,422,36,38,40,42,GOOD,2026-07-13 06:41:31.147205
PKS_LHR_IND_02,Lahore,Industrial,110,134,791,30,69,49,110,UNHEALTHY,2026-07-13 06:41:31.148242
PKS_ISB_PRK_01,Islamabad,Park,8,63,424,34,40,57,8,GOOD,2026-07-13 06:41:31.149278
PKS_ISB_TRF_02,Islamabad,Traffic,70,143,648,28,21,7,70,MODERATE,2026-07-13 06:41:31.154350
PKS_PEW_IND_01,Peshawar,Industrial,95,149,852,36,39,42,95,MODERATE,2026-07-13 06:41:31.155461
PKS_PEW_RES_02,Peshawar,Residential,28,90,491,38,70,1,28,GOOD,2026-07-13 06:41:31.156580
PKS_MUL_TRF_01,Multan,Traffic,72,108,513,34,82,32,72,MODERATE,2026-07-13 06:41:31.158008
PKS_MUL_PRK_02,Multan,Park,14,34,413,29,29,33,14,GOOD,2026-07-13 06:41:31.159062
PKS_KHI_IND_01,Karachi,Industrial,82,151,856,34,45,21,82,MODERATE,2026-07-13 07:20:41.905597
PKS_KHI_TRF_02,Karachi,Traffic,74,143,510,39,89,40,74,MODERATE,2026-07-13 07:20:41.918398
PKS_LHR_RES_01,Lahore,Residential,28,30,454,34,71,6,28,GOOD,2026-07-13 07:20:41.928148
PKS_LHR_IND_02,Lahore,Industrial,109,178,889,41,68,34,109,UNHEALTHY,2026-07-13 07:20:41.930738
PKS_ISB_PRK_01,Islamabad,Park,11,15,429,27,84,56,11,GOOD,2026-07-13 07:20:41.943734
PKS_ISB_TRF_02,Islamabad,Traffic,79,124,627,38,67,47,79,MODERATE,2026-07-13 07:20:41.948289
PKS_PEW_IND_01,Peshawar,Industrial,97,160,714,36,52,0,97,MODERATE,2026-07-13 07:20:41.965086
PKS_PEW_RES_02,Peshawar,Residential,50,132,490,30,42,18,50,GOOD,2026-07-13 07:20:41.972447
PKS_MUL_TRF_01,Multan,Traffic,78,168,505,28,55,48,78,MODERATE,2026-07-13 07:20:41.985682
PKS_MUL_PRK_02,Multan,Park,12,30,430,28,70,5,12,GOOD,2026-07-13 07:20:41.995694
PKS_KHI_IND_01,Karachi,Industrial,88,156,774,41,58,11,88,MODERATE,2026-07-13 07:21:08.421104
PKS_KHI_TRF_02,Karachi,Traffic,60,106,512,34,29,34,60,MODERATE,2026-07-13 07:21:08.424695
PKS_LHR_RES_01,Lahore,Residential,33,35,457,28,46,11,33,GOOD,2026-07-13 07:21:08.430973
PKS_LHR_IND_02,Lahore,Industrial,106,152,772,41,41,8,106,UNHEALTHY,2026-07-13 07:21:08.438490
PKS_ISB_PRK_01,Islamabad,Park,8,93,425,28,82,34,8,GOOD,2026-07-13 07:21:08.441814
PKS_ISB_TRF_02,Islamabad,Traffic,77,116,678,33,47,29,77,MODERATE,2026-07-13 07:21:08.448639
PKS_PEW_IND_01,Peshawar,Industrial,93,155,707,41,60,56,93,MODERATE,2026-07-13 07:21:08.451664
PKS_PEW_RES_02,Peshawar,Residential,35,61,489,34,20,26,35,GOOD,2026-07-13 07:21:08.455742
PKS_MUL_TRF_01,Multan,Traffic,55,82,594,33,72,17,55,MODERATE,2026-07-13 07:21:08.460615
PKS_MUL_PRK_02,Multan,Park,11,62,419,22,47,30,11,GOOD,2026-07-13 07:21:08.465760
PKS_KHI_IND_01,Karachi,Industrial,116,188,638,41,46,13,116,UNHEALTHY,2026-07-13 07:21:33.189692
PKS_KHI_TRF_02,Karachi,Traffic,68,163,573,40,33,39,68,MODERATE,2026-07-13 07:21:33.192658
PKS_LHR_RES_01,Lahore,Residential,47,117,500,30,76,32,47,GOOD,2026-07-13 07:21:33.196070
PKS_LHR_IND_02,Lahore,Industrial,114,171,649,41,78,36,114,UNHEALTHY,2026-07-13 07:21:33.198772
PKS_ISB_PRK_01,Islamabad,Park,8,57,406,32,23,40,8,GOOD,2026-07-13 07:21:33.200474
PKS_ISB_TRF_02,Islamabad,Traffic,78,174,522,29,52,10,78,MODERATE,2026-07-13 07:21:33.209733
PKS_PEW_IND_01,Peshawar,Industrial,102,120,705,38,28,48,102,UNHEALTHY,2026-07-13 07:21:33.212488
PKS_PEW_RES_02,Peshawar,Residential,31,64,436,36,30,50,31,GOOD,2026-07-13 07:21:33.214240
PKS_MUL_TRF_01,Multan,Traffic,66,71,544,36,36,10,66,MODERATE,2026-07-13 07:21:33.218063
PKS_MUL_PRK_02,Multan,Park,9,55,411,24,74,29,9,GOOD,2026-07-13 07:21:33.220224
PKS_KHI_IND_01,Karachi,Industrial,92,169,836,42,81,38,92,MODERATE,2026-07-13 07:22:02.168105
PKS_KHI_TRF_02,Karachi,Traffic,66,138,545,39,75,38,66,MODERATE,2026-07-13 07:22:02.182690
PKS_LHR_RES_01,Lahore,Residential,40,63,472,32,79,17,40,GOOD,2026-07-13 07:22:02.193032
PKS_LHR_IND_02,Lahore,Industrial,114,123,682,31,22,43,114,UNHEALTHY,2026-07-13 07:22:02.202216
PKS_ISB_PRK_01,Islamabad,Park,14,85,429,29,57,47,14,GOOD,2026-07-13 07:22:02.210985
PKS_ISB_TRF_02,Islamabad,Traffic,73,173,526,29,54,7,73,MODERATE,2026-07-13 07:22:02.223127
PKS_PEW_IND_01,Peshawar,Industrial,108,158,769,39,60,55,108,UNHEALTHY,2026-07-13 07:22:02.226617
PKS_PEW_RES_02,Peshawar,Residential,27,119,470,29,28,52,27,GOOD,2026-07-13 07:22:02.228304
PKS_MUL_TRF_01,Multan,Traffic,77,157,619,31,50,22,77,MODERATE,2026-07-13 07:22:02.229666
PKS_MUL_PRK_02,Multan,Park,18,71,402,34,33,43,18,GOOD,2026-07-13 07:22:02.234583
PKS_KHI_IND_01,Karachi,Industrial,92,184,632,33,39,53,92,MODERATE,2026-07-13 07:22:30.664747
PKS_KHI_TRF_02,Karachi,Traffic,66,99,625,30,49,50,66,MODERATE,2026-07-13 07:22:30.685705
PKS_LHR_RES_01,Lahore,Residential,41,135,464,36,69,21,41,GOOD,2026-07-13 07:22:30.698684
PKS_LHR_IND_02,Lahore,Industrial,100,193,787,34,43,26,100,MODERATE,2026-07-13 07:22:30.704927
PKS_ISB_PRK_01,Islamabad,Park,15,20,422,30,44,31,15,GOOD,2026-07-13 07:22:30.711043
PKS_ISB_TRF_02,Islamabad,Traffic,55,113,535,30,73,28,55,MODERATE,2026-07-13 07:22:30.719983
PKS_PEW_IND_01,Peshawar,Industrial,114,160,870,32,40,36,114,UNHEALTHY,2026-07-13 07:22:30.729079
PKS_PEW_RES_02,Peshawar,Residential,40,115,458,25,63,25,40,GOOD,2026-07-13 07:22:30.737144
PKS_MUL_TRF_01,Multan,Traffic,69,92,572,30,24,46,69,MODERATE,2026-07-13 07:22:30.747262
PKS_MUL_PRK_02,Multan,Park,15,43,430,27,57,4,15,GOOD,2026-07-13 07:22:30.755610
PKS_KHI_IND_01,Karachi,Industrial,82,165,718,41,56,34,82,MODERATE,2026-07-13 07:22:57.077890
PKS_KHI_TRF_02,Karachi,Traffic,67,68,547,35,23,54,67,MODERATE,2026-07-13 07:22:57.100446
PKS_LHR_RES_01,Lahore,Residential,29,50,480,36,21,35,29,GOOD,2026-07-13 07:22:57.133518
PKS_LHR_IND_02,Lahore,Industrial,86,161,712,37,62,49,86,MODERATE,2026-07-13 07:22:57.158671
PKS_ISB_PRK_01,Islamabad,Park,13,21,410,31,55,57,13,GOOD,2026-07-13 07:22:57.176989
PKS_ISB_TRF_02,Islamabad,Traffic,56,82,502,38,78,41,56,MODERATE,2026-07-13 07:22:57.192497
PKS_PEW_IND_01,Peshawar,Industrial,80,154,792,39,62,30,80,MODERATE,2026-07-13 07:22:57.215955
PKS_PEW_RES_02,Peshawar,Residential,31,46,428,34,81,30,31,GOOD,2026-07-13 07:22:57.924753
PKS_MUL_TRF_01,Multan,Traffic,79,178,544,38,45,39,79,MODERATE,2026-07-13 07:22:58.045516
PKS_MUL_PRK_02,Multan,Park,12,99,416,24,41,14,12,GOOD,2026-07-13 07:22:58.066015
PKS_KHI_IND_01,Karachi,Industrial,88,140,695,31,46,23,88,MODERATE,2026-07-13 07:23:27.101166
PKS_KHI_TRF_02,Karachi,Traffic,75,97,501,39,49,35,75,MODERATE,2026-07-13 07:23:27.109111
PKS_LHR_RES_01,Lahore,Residential,40,45,432,28,60,48,40,GOOD,2026-07-13 07:23:27.121282
PKS_LHR_IND_02,Lahore,Industrial,81,170,854,39,88,0,81,MODERATE,2026-07-13 07:23:27.130932
PKS_ISB_PRK_01,Islamabad,Park,11,49,429,34,49,10,11,GOOD,2026-07-13 07:23:27.139125
PKS_ISB_TRF_02,Islamabad,Traffic,72,105,662,34,24,47,72,MODERATE,2026-07-13 07:23:27.196789
PKS_PEW_IND_01,Peshawar,Industrial,105,163,625,38,86,50,105,UNHEALTHY,2026-07-13 07:23:27.251558
PKS_PEW_RES_02,Peshawar,Residential,48,51,436,27,24,35,48,GOOD,2026-07-13 07:23:27.492154
PKS_MUL_TRF_01,Multan,Traffic,60,98,600,38,45,3,60,MODERATE,2026-07-13 07:23:27.719518
PKS_MUL_PRK_02,Multan,Park,15,55,427,27,64,16,15,GOOD,2026-07-13 07:23:27.872405
PKS_KHI_IND_01,Karachi,Industrial,97,147,875,36,32,12,97,MODERATE,2026-07-13 07:23:56.313374
PKS_KHI_TRF_02,Karachi,Traffic,69,164,594,32,57,6,69,MODERATE,2026-07-13 07:23:56.631939
PKS_LHR_RES_01,Lahore,Residential,32,105,432,26,59,15,32,GOOD,2026-07-13 07:23:56.646308
PKS_LHR_IND_02,Lahore,Industrial,105,118,788,32,44,51,105,UNHEALTHY,2026-07-13 07:23:56.658523
PKS_ISB_PRK_01,Islamabad,Park,14,104,418,27,20,41,14,GOOD,2026-07-13 07:23:56.665304
PKS_ISB_TRF_02,Islamabad,Traffic,61,106,522,28,56,53,61,MODERATE,2026-07-13 07:23:56.844428
PKS_PEW_IND_01,Peshawar,Industrial,118,127,710,42,50,53,118,UNHEALTHY,2026-07-13 07:23:56.984422
PKS_PEW_RES_02,Peshawar,Residential,36,40,456,25,31,14,36,GOOD,2026-07-13 07:23:57.089005
PKS_MUL_TRF_01,Multan,Traffic,77,156,575,28,47,33,77,MODERATE,2026-07-13 07:23:57.207933
PKS_MUL_PRK_02,Multan,Park,20,114,407,23,58,27,20,GOOD,2026-07-13 07:23:57.224113
PKS_KHI_IND_01,Karachi,Industrial,102,134,762,32,46,47,102,UNHEALTHY,2026-07-13 07:24:22.239620
PKS_KHI_TRF_02,Karachi,Traffic,73,140,621,31,55,50,73,MODERATE,2026-07-13 07:24:22.242772
PKS_LHR_RES_01,Lahore,Residential,27,36,471,27,43,47,27,GOOD,2026-07-13 07:24:22.249730
PKS_LHR_IND_02,Lahore,Industrial,105,129,826,35,39,49,105,UNHEALTHY,2026-07-13 07:24:22.258378
PKS_ISB_PRK_01,Islamabad,Park,16,54,414,26,46,8,16,GOOD,2026-07-13 07:24:22.266897
PKS_ISB_TRF_02,Islamabad,Traffic,73,101,546,38,35,24,73,MODERATE,2026-07-13 07:24:22.269710
PKS_PEW_IND_01,Peshawar,Industrial,89,89,703,39,43,5,89,MODERATE,2026-07-13 07:24:22.276108
PKS_PEW_RES_02,Peshawar,Residential,36,99,480,25,49,27,36,GOOD,2026-07-13 07:24:22.283214
PKS_MUL_TRF_01,Multan,Traffic,56,118,692,39,72,10,56,MODERATE,2026-07-13 07:24:22.287509
PKS_MUL_PRK_02,Multan,Park,10,30,407,30,90,43,10,GOOD,2026-07-13 07:24:22.291084
PKS_KHI_IND_01,Karachi,Industrial,83,152,820,34,75,5,83,MODERATE,2026-07-13 07:24:52.727260
PKS_KHI_TRF_02,Karachi,Traffic,79,128,530,37,28,2,79,MODERATE,2026-07-13 07:24:52.736693
PKS_LHR_RES_01,Lahore,Residential,50,125,447,38,85,57,50,GOOD,2026-07-13 07:24:52.745864
PKS_LHR_IND_02,Lahore,Industrial,97,148,784,36,41,24,97,MODERATE,2026-07-13 07:24:52.763336
PKS_ISB_PRK_01,Islamabad,Park,20,58,410,28,81,49,20,GOOD,2026-07-13 07:24:52.771623
PKS_ISB_TRF_02,Islamabad,Traffic,70,92,518,31,45,40,70,MODERATE,2026-07-13 07:24:52.796049
PKS_PEW_IND_01,Peshawar,Industrial,111,197,608,42,66,41,111,UNHEALTHY,2026-07-13 07:24:52.821756
PKS_PEW_RES_02,Peshawar,Residential,27,101,422,36,59,58,27,GOOD,2026-07-13 07:24:52.828855
PKS_MUL_TRF_01,Multan,Traffic,61,61,552,38,56,50,61,MODERATE,2026-07-13 07:24:52.836128
PKS_MUL_PRK_02,Multan,Park,17,105,414,30,52,2,17,GOOD,2026-07-13 07:24:52.873013
PKS_KHI_IND_01,Karachi,Industrial,86,159,620,35,90,48,86,MODERATE,2026-07-13 07:25:20.871140
PKS_KHI_TRF_02,Karachi,Traffic,57,58,635,28,47,6,57,MODERATE,2026-07-13 07:25:20.898436
PKS_LHR_RES_01,Lahore,Residential,43,120,442,38,51,6,43,GOOD,2026-07-13 07:25:20.909381
PKS_LHR_IND_02,Lahore,Industrial,116,126,837,42,45,33,116,UNHEALTHY,2026-07-13 07:25:20.915672
PKS_ISB_PRK_01,Islamabad,Park,12,78,409,28,82,47,12,GOOD,2026-07-13 07:25:20.926289
PKS_ISB_TRF_02,Islamabad,Traffic,55,115,664,35,21,4,55,MODERATE,2026-07-13 07:25:20.940856
PKS_PEW_IND_01,Peshawar,Industrial,106,151,775,36,27,43,106,UNHEALTHY,2026-07-13 07:25:21.010262
PKS_PEW_RES_02,Peshawar,Residential,38,109,436,32,43,37,38,GOOD,2026-07-13 07:25:21.022656
PKS_MUL_TRF_01,Multan,Traffic,74,156,663,40,82,14,74,MODERATE,2026-07-13 07:25:21.031164
PKS_MUL_PRK_02,Multan,Park,20,49,430,34,78,51,20,GOOD,2026-07-13 07:25:21.049321
PKS_KHI_IND_01,Karachi,Industrial,105,153,876,30,49,14,105,UNHEALTHY,2026-07-13 07:25:58.139860
PKS_KHI_TRF_02,Karachi,Traffic,67,148,642,31,85,3,67,MODERATE,2026-07-13 07:25:58.150013
PKS_LHR_RES_01,Lahore,Residential,25,79,486,25,55,58,25,GOOD,2026-07-13 07:25:58.162332
PKS_LHR_IND_02,Lahore,Industrial,93,106,857,35,31,27,93,MODERATE,2026-07-13 07:25:58.169022
PKS_ISB_PRK_01,Islamabad,Park,20,64,401,26,78,30,20,GOOD,2026-07-13 07:25:58.378641
PKS_ISB_TRF_02,Islamabad,Traffic,77,132,654,30,71,32,77,MODERATE,2026-07-13 07:25:58.401117
PKS_PEW_IND_01,Peshawar,Industrial,113,122,759,41,63,48,113,UNHEALTHY,2026-07-13 07:25:58.464606
PKS_PEW_RES_02,Peshawar,Residential,41,54,421,30,29,29,41,GOOD,2026-07-13 07:25:58.479273
PKS_MUL_TRF_01,Multan,Traffic,65,118,670,34,25,43,65,MODERATE,2026-07-13 07:25:58.490684
PKS_MUL_PRK_02,Multan,Park,19,97,421,30,37,10,19,GOOD,2026-07-13 07:25:58.494600
PKS_KHI_IND_01,Karachi,Industrial,117,133,729,35,64,28,117,UNHEALTHY,2026-07-13 07:26:32.230860
PKS_KHI_TRF_02,Karachi,Traffic,76,81,620,39,60,55,76,MODERATE,2026-07-13 07:26:32.235151
PKS_LHR_RES_01,Lahore,Residential,36,113,437,31,66,59,36,GOOD,2026-07-13 07:26:32.247674
PKS_LHR_IND_02,Lahore,Industrial,116,139,774,36,64,44,116,UNHEALTHY,2026-07-13 07:26:32.251901
PKS_ISB_PRK_01,Islamabad,Park,20,32,414,26,54,3,20,GOOD,2026-07-13 07:26:32.257297
PKS_ISB_TRF_02,Islamabad,Traffic,60,125,633,32,70,55,60,MODERATE,2026-07-13 07:26:32.267190
PKS_PEW_IND_01,Peshawar,Industrial,116,141,829,30,41,50,116,UNHEALTHY,2026-07-13 07:26:32.271533
PKS_PEW_RES_02,Peshawar,Residential,36,59,430,34,60,18,36,GOOD,2026-07-13 07:26:32.274208
PKS_MUL_TRF_01,Multan,Traffic,61,161,603,28,76,4,61,MODERATE,2026-07-13 07:26:32.287014
PKS_MUL_PRK_02,Multan,Park,20,42,402,26,70,45,20,GOOD,2026-07-13 07:26:32.300457
PKS_KHI_IND_01,Karachi,Industrial,117,161,605,33,58,15,117,UNHEALTHY,2026-07-13 07:26:58.249437
PKS_KHI_TRF_02,Karachi,Traffic,61,62,512,32,37,0,61,MODERATE,2026-07-13 07:26:58.286521
PKS_LHR_RES_01,Lahore,Residential,37,80,473,36,58,39,37,GOOD,2026-07-13 07:26:58.327656
PKS_LHR_IND_02,Lahore,Industrial,91,182,764,39,79,22,91,MODERATE,2026-07-13 07:26:58.353082
PKS_ISB_PRK_01,Islamabad,Park,14,87,425,35,22,24,14,GOOD,2026-07-13 07:26:58.385837
PKS_ISB_TRF_02,Islamabad,Traffic,72,81,528,28,55,44,72,MODERATE,2026-07-13 07:26:58.397100
PKS_PEW_IND_01,Peshawar,Industrial,102,152,673,30,68,59,102,UNHEALTHY,2026-07-13 07:26:58.401261
PKS_PEW_RES_02,Peshawar,Residential,40,121,477,26,40,47,40,GOOD,2026-07-13 07:26:58.414299
PKS_MUL_TRF_01,Multan,Traffic,78,92,612,34,68,10,78,MODERATE,2026-07-13 07:26:58.429654
PKS_MUL_PRK_02,Multan,Park,11,110,430,32,75,17,11,GOOD,2026-07-13 07:26:58.451311
PKS_KHI_IND_01,Karachi,Industrial,93,163,722,32,89,22,93,MODERATE,2026-07-13 07:27:22.998476
PKS_KHI_TRF_02,Karachi,Traffic,61,72,532,32,36,6,61,MODERATE,2026-07-13 07:27:23.001954
PKS_LHR_RES_01,Lahore,Residential,43,45,422,36,29,6,43,GOOD,2026-07-13 07:27:23.006711
PKS_LHR_IND_02,Lahore,Industrial,97,171,794,36,89,48,97,MODERATE,2026-07-13 07:27:23.008376
PKS_ISB_PRK_01,Islamabad,Park,8,89,411,25,55,44,8,GOOD,2026-07-13 07:27:23.009946
PKS_ISB_TRF_02,Islamabad,Traffic,79,90,628,40,52,24,79,MODERATE,2026-07-13 07:27:23.013974
PKS_PEW_IND_01,Peshawar,Industrial,86,125,743,42,29,47,86,MODERATE,2026-07-13 07:27:23.021519
PKS_PEW_RES_02,Peshawar,Residential,30,95,436,34,32,7,30,GOOD,2026-07-13 07:27:23.024494
PKS_MUL_TRF_01,Multan,Traffic,67,120,544,35,85,59,67,MODERATE,2026-07-13 07:27:23.029225
PKS_MUL_PRK_02,Multan,Park,15,111,421,29,79,4,15,GOOD,2026-07-13 07:27:23.031029
PKS_KHI_IND_01,Karachi,Industrial,106,175,648,40,30,54,106,UNHEALTHY,2026-07-13 07:27:43.688095
PKS_KHI_TRF_02,Karachi,Traffic,70,160,625,34,44,28,70,MODERATE,2026-07-13 07:27:43.690326
PKS_LHR_RES_01,Lahore,Residential,37,115,469,32,82,9,37,GOOD,2026-07-13 07:27:43.693855
PKS_LHR_IND_02,Lahore,Industrial,102,134,763,30,74,18,102,UNHEALTHY,2026-07-13 07:27:43.706745
PKS_ISB_PRK_01,Islamabad,Park,14,52,412,33,42,48,14,GOOD,2026-07-13 07:27:43.726362
PKS_ISB_TRF_02,Islamabad,Traffic,58,83,677,29,30,22,58,MODERATE,2026-07-13 07:27:43.737685
PKS_PEW_IND_01,Peshawar,Industrial,92,101,813,42,84,10,92,MODERATE,2026-07-13 07:27:43.770246
